Rank,Commander,Deck_Count
644,"Sydri, Galvanic Genius","2,169"
645,Shadrix Silverquill,"2,168"
646,Leonardo da Vinci,"2,167"
647,"Kambal, Consul of Allocation","2,163"
648,"Lazav, Dimir Mastermind","2,158"
649,"Niv-Mizzet, Visionary","2,155"
650,"Jeleva, Nephalia's Scourge","2,151"
651,"Shanid, Sleepers' Scourge","2,150"
652,"Sarulf, Realm Eater","2,149"
653,"Raiyuu, Storm's Edge","2,144"
654,"Eris, Roar of the Storm","2,142"
655,Katilda and Lier,"2,135"
656,"Zabaz, the Glimmerwasp","2,123"
657,"Bane, Lord of Darkness","2,121"
658,"Mazzy, Truesword Paladin","2,117"
659,"Grimgrin, Corpse-Born","2,114"
660,"Selvala, Explorer Returned","2,107"
661,"Vaevictis Asmadi, the Dire","2,105"
662,"Zilortha, Strength Incarnate","2,105"
663,"Grismold, the Dreadsower","2,098"
664,"Ashaya, Soul of the Wild","2,097"
665,"Lathliss, Dragon Queen","2,094"
666,Vorel of the Hull Clade,"2,089"
667,"Syrix, Carrier of the Flame","2,088"
668,"Jhoira, Ageless Innovator","2,085"
669,"Tamiyo, Inquisitive Student","2,080"
670,"Alandra, Sky Dreamer","2,077"
671,Sakashima of a Thousand Faces // Vial Smasher the Fierce,"2,073"
672,"Camellia, the Seedmiser","2,067"
673,"Malcolm, Keen-Eyed Navigator // Vial Smasher the Fierce","2,066"
674,"Kutzil, Malamet Exemplar","2,063"
675,"Kotori, Pilot Prodigy","2,060"
676,"Toski, Bearer of Secrets","2,060"
677,Zo-Zu the Punisher,"2,049"
678,"Greensleeves, Maro-Sorcerer","2,049"
679,Kroxa and Kunoros,"2,047"
680,"Cormela, Glamour Thief","2,046"
681,"Malcolm, Keen-Eyed Navigator // Tymna the Weaver","2,044"
682,"Elrond, Master of Healing","2,034"
683,Emiel the Blessed,"2,034"
684,"Tawnos, the Toymaker","2,020"
685,"Yorion, Sky Nomad","2,015"
686,"Etrata, Deadly Fugitive","2,015"
687,"Kosei, Penitent Warlord","2,014"
688,"Rashmi, Eternities Crafter","2,012"
689,"Xolatoyac, the Smiling Flood","2,008"
690,"Baeloth Barrityl, Entertainer // Noble Heritage","1,999"
691,"Willowdusk, Essence Seer","1,995"
692,"Saheeli, the Gifted","1,994"
693,"Gale, Waterdeep Prodigy // Scion of Halaster","1,991"
694,"Mazirek, Kraul Death Priest","1,990"
695,"Galadriel, Elven-Queen","1,985"
696,"Alibou, Ancient Witness","1,981"
697,Sharuum the Hegemon,"1,974"
698,"Katilda, Dawnhart Prime","1,971"
699,Phage the Untouchable,"1,970"
700,"Herigast, Erupting Nullkite","1,968"
701,"Syr Ginger, the Meal Ender","1,967"
702,Thraximundar,"1,959"
703,"Ishai, Ojutai Dragonspeaker // Jeska, Thrice Reborn","1,959"
704,"Jolrael, Voice of Zhalfir","1,958"
705,"Kangee, Sky Warden","1,954"
706,"Yisan, the Wanderer Bard","1,952"
707,"Aurelia, the Law Above","1,943"
708,The Watcher in the Water,"1,935"
709,Mr. Foxglove,"1,933"
710,Trazyn the Infinite,"1,929"
711,"Bruse Tarl, Boorish Herder // Thrasios, Triton Hero","1,929"
712,Kami of the Crescent Moon,"1,928"
713,"Leinore, Autumn Sovereign","1,927"
714,"Aragorn, Hornburg Hero","1,925"
715,"Klauth, Unrivaled Ancient","1,924"
716,"Valduk, Keeper of the Flame","1,923"
717,"Niv-Mizzet, Supreme","1,917"
718,"Thalisse, Reverent Medium","1,914"
719,"Cecily, Haunted Mage // Othelm, Sigardian Outcast","1,899"
720,"Kethis, the Hidden Hand","1,898"
721,"Bonny Pall, Clearcutter","1,898"
722,Feldon of the Third Path,"1,896"
723,"The Balrog, Durin's Bane","1,894"
724,Surrak Dragonclaw,"1,888"
725,"Hogaak, Arisen Necropolis","1,885"
726,Inquisitor Greyfax,"1,881"
727,"Gyruda, Doom of Depths","1,881"
728,"Sedris, the Traitor King","1,879"
729,Gandalf the Grey,"1,878"
730,"Mr. Orfeo, the Boulder","1,867"
731,"Jin-Gitaxias, Progress Tyrant","1,866"
732,"Winter, Cynical Opportunist","1,866"
733,"Oona, Queen of the Fae","1,864"
734,"Klothys, God of Destiny","1,863"
735,"Wort, Boggart Auntie","1,862"
736,"Kyodai, Soul of Kamigawa","1,858"
737,Borborygmos and Fblthp,"1,858"
738,"Gylwain, Casting Director","1,857"
739,"Etali, Primal Storm","1,854"
740,"Teysa, Opulent Oligarch","1,854"
741,"Skithiryx, the Blight Dragon","1,850"
742,"Greta, Sweettooth Scourge","1,848"
743,"Tazri, Stalwart Survivor","1,846"
744,Merieke Ri Berit,"1,845"
745,Gandalf of the Secret Fire,"1,844"
746,Missy,"1,842"
747,"Traxos, Scourge of Kroog","1,842"
748,"Quintorius, Loremaster","1,840"
749,"Three Dog, Galaxy News DJ","1,821"
750,Massacre Girl,"1,819"
751,Toshiro Umezawa,"1,815"
752,"Laelia, the Blade Reforged","1,809"
753,"Tevesh Szat, Doom of Fools // Thrasios, Triton Hero","1,807"
754,Thromok the Insatiable,"1,806"
755,"Samut, Voice of Dissent","1,804"
756,Commissar Severina Raine,"1,803"
757,Círdan the Shipwright,"1,802"
758,"Titania, Nature's Force","1,800"
759,The Most Dangerous Gamer,"1,792"
760,"Arjun, the Shifting Flame","1,791"
761,Wulfgar of Icewind Dale,"1,790"
762,Oswald Fiddlebender,"1,788"
763,Hofri Ghostforge,"1,786"
764,Abomination of Llanowar,"1,783"
765,"Sai, Master Thopterist","1,781"
766,"Sram, Senior Edificer","1,781"
767,"Freyalise, Llanowar's Fury","1,781"
768,"Sivitri, Dragon Master","1,779"
769,"Omarthis, Ghostfire Initiate","1,776"
770,"Phylath, World Sculptor","1,763"
771,"Slogurk, the Overslime","1,763"
772,"Phelia, Exuberant Shepherd","1,760"
773,"Skrelv, Defector Mite","1,754"
774,"Reyhan, Last of the Abzan // Yoshimaru, Ever Faithful","1,749"
775,"Valgavoth, Terror Eater","1,748"
776,"Vannifar, Evolved Enigma","1,745"
777,Rodolf Duskbringer,"1,742"
778,"Zirda, the Dawnwaker","1,735"
779,"Sethron, Hurloon General","1,733"
780,"Garna, Bloodfist of Keld","1,726"
781,"Muerra, Trash Tactician","1,723"
782,The Lord of Pain,"1,717"
783,"Rograkh, Son of Rohgahh // Yoshimaru, Ever Faithful","1,710"
784,"Kaust, Eyes of the Glade","1,709"
785,"Edgin, Larcenous Lutenist","1,704"
786,"Eruth, Tormented Prophet","1,702"
787,"Horobi, Death's Wail","1,694"
788,"Obosh, the Preypiercer","1,693"
789,Daxos the Returned,"1,692"
790,Shroofus Sproutsire,"1,689"
791,"Aclazotz, Deepest Betrayal","1,683"
792,"Birgi, God of Storytelling","1,681"
793,"Valki, God of Lies","1,680"
794,"Francisco, Fowl Marauder // Malcolm, Keen-Eyed Navigator","1,680"
795,"Felisa, Fang of Silverquill","1,679"
796,"Perrie, the Pulverizer","1,676"
797,"Tinybones, the Pickpocket","1,672"
798,"Me, the Immortal","1,669"
799,Inga and Esika,"1,667"
800,"Unesh, Criosphinx Sovereign","1,666"
801,"Chainer, Dementia Master","1,664"
802,Shattergang Brothers,"1,660"
803,"Godo, Bandit Warlord","1,657"
804,"Ephara, God of the Polis","1,647"
805,"Mathas, Fiend Seeker","1,631"
806,"Ria Ivor, Bane of Bladehold","1,627"
807,"Venser, Corpse Puppet","1,624"
808,"Fangorn, Tree Shepherd","1,621"
809,"Iroas, God of Victory","1,611"
810,"Lagrella, the Magpie","1,609"
811,"Ganax, Astral Hunter // Acolyte of Bahamut","1,605"
812,Maralen of the Mornsong,"1,604"
813,"Greymond, Avacyn's Stalwart","1,602"
814,"Muxus, Goblin Grandee","1,593"
815,"Bess, Soul Nourisher","1,583"
816,"Kraum, Ludevic's Opus // Tevesh Szat, Doom of Fools","1,581"
817,"Ayara, Widow of the Realm","1,580"
818,"Ashnod, Flesh Mechanist","1,580"
819,"Jeska, Thrice Reborn // Tymna the Weaver","1,575"
820,"Tetsuko Umezawa, Fugitive","1,575"
821,Sergeant John Benton,"1,571"
822,Zurgo and Ojutai,"1,565"
823,"Ishai, Ojutai Dragonspeaker // Reyhan, Last of the Abzan","1,565"
824,"Mairsil, the Pretender","1,558"
825,"Jadzi, Oracle of Arcavios","1,551"
826,"Sephara, Sky's Blade","1,544"
827,Saint Traft and Rem Karolus,"1,544"
828,Kodama of the West Tree,"1,541"
829,"Nevinyrral, Urborg Tyrant","1,540"
830,"Yarus, Roar of the Old Gods","1,540"
831,"Treebeard, Gracious Host","1,537"
832,"Celestine, the Living Saint","1,536"
833,The Celestial Toymaker,"1,531"
834,"Mishra, Tamer of Mak Fawa","1,530"
835,"Melek, Izzet Paragon","1,529"
836,Duke Ulder Ravengard,"1,525"
837,"Teshar, Ancestor's Apostle","1,524"
838,"Vraska, the Silencer","1,524"
839,Svyelun of Sea and Sky,"1,524"
840,Commander Mustard,"1,522"
841,"Depala, Pilot Exemplar","1,518"
842,"Black Panther, Wakandan King","1,517"
843,"Mahadi, Emporium Master","1,505"
844,"Arthur, Marigold Knight","1,501"
845,"Zaffai, Thunder Conductor","1,500"
846,"Hallar, the Firefletcher","1,498"
847,"Obyra, Dreaming Duelist","1,497"
848,"Saheeli, the Sun's Brilliance","1,495"
849,"Gor Muldrak, Amphinologist","1,492"
850,Zoyowa Lava-Tongue,"1,491"
851,Captain Sisay,"1,490"
852,Memnarch,"1,482"
853,"Inniaz, the Gale Force","1,476"
854,"Uro, Titan of Nature's Wrath","1,474"
855,"Vohar, Vodalian Desecrator","1,471"
856,"Etrata, the Silencer","1,468"
857,"Gollum, Obsessed Stalker","1,461"
858,"Wilson, Refined Grizzly // Raised by Giants","1,461"
859,Sheoldred,"1,460"
860,"Rograkh, Son of Rohgahh // Tevesh Szat, Doom of Fools","1,460"
861,Sliver Queen,"1,459"
862,"Cayth, Famed Mechanist","1,456"
863,"Piru, the Volatile","1,455"
864,"Athreos, Shroud-Veiled","1,454"
865,"Kitt Kanto, Mayhem Diva","1,442"
866,Khârn the Betrayer,"1,442"
867,"Torens, Fist of the Angels","1,442"
868,General Marhault Elsdragon,"1,437"
869,"Nashi, Moon's Legacy","1,437"
870,"Sokrates, Athenian Teacher","1,435"
871,"Soundwave, Sonic Spy","1,435"
872,"Wildsear, Scouring Maw","1,433"
873,"Glissa, Herald of Predation","1,424"
874,"Karazikar, the Eye Tyrant","1,420"
875,"Krenko, Tin Street Kingpin","1,419"
876,"Yeva, Nature's Herald","1,413"
877,"Ultra Magnus, Tactician","1,409"
878,The Thirteenth Doctor // Yasmin Khan,"1,406"
879,"Mirri, Weatherlight Duelist","1,405"
880,"Varragoth, Bloodsky Sire","1,404"
881,"Akiri, Fearless Voyager","1,404"
882,"Sigarda, Host of Herons","1,404"
883,The Capitoline Triad,"1,399"
884,"Amareth, the Lustrous","1,398"
885,"Eloise, Nephalia Sleuth","1,396"
886,"Elesh Norn, Grand Cenobite","1,388"
887,"Ellie and Alan, Paleontologists","1,385"
888,"Cadric, Soul Kindler","1,380"
889,"Brokkos, Apex of Forever","1,376"
890,Yasova Dragonclaw,"1,369"
891,"Tinybones, Bauble Burglar","1,369"
892,"Minsc, Beloved Ranger","1,368"
893,"Jegantha, the Wellspring","1,364"
894,The Reality Chip,"1,363"
895,"Ojer Taq, Deepest Foundation","1,359"
896,"Mikaeus, the Unhallowed","1,358"
897,"Kemba, Kha Regent","1,356"
898,"Szarekh, the Silent King","1,354"
899,"Lazav, the Multifarious","1,352"
900,"Gonti, Lord of Luxury","1,352"
901,"Samut, Vizier of Naktamun","1,349"
902,"Sek'Kuar, Deathkeeper","1,349"
903,"Dynaheir, Invoker Adept","1,348"
904,"Purphoros, Bronze-Blooded","1,348"
905,"Melek, Reforged Researcher","1,348"
906,"Sasaya, Orochi Ascendant","1,347"
907,Arcum Dagsson,"1,344"
908,"Endrek Sahr, Master Breeder","1,344"
909,"Nissa, Resurgent Animist","1,344"
910,Prime Speaker Vannifar,"1,341"
911,"Krav, the Unredeemed // Regna, the Redeemer","1,341"
912,Kaervek the Merciless,"1,340"
913,Dakkon Blackblade,"1,340"
914,"Rigo, Streetwise Mentor","1,336"
915,"Satoru, the Infiltrator","1,336"
916,"Rith, Liberated Primeval","1,332"
917,"Tatyova, Steward of Tides","1,331"
918,"Sygg, River Cutthroat","1,329"
919,"O-Kagachi, Vengeful Kami","1,329"
920,"Unctus, Grand Metatect","1,329"
921,"Preston Garvey, Minuteman","1,325"
922,"Vadrok, Apex of Thunder","1,324"
923,"Chromium, the Mutable","1,322"
924,"Taigam, Ojutai Master","1,320"
925,"Jaxis, the Troublemaker","1,312"
926,Drana and Linvala,"1,310"
927,"Mari, the Killing Quill","1,306"
928,"Malcolm, Keen-Eyed Navigator // Tana, the Bloodsower","1,303"
929,"Chevill, Bane of Monsters","1,303"
930,"Rhoda, Geist Avenger // Timin, Youthful Geist","1,292"
931,Jirina Kudro,"1,292"
932,"Harbin, Vanguard Aviator","1,289"
933,"Agrus Kos, Eternal Soldier","1,288"
934,"Shu Yun, the Silent Tempest","1,288"
935,"Koll, the Forgemaster","1,288"
936,"Evereth, Viceroy of Plunder","1,285"
937,"Greven, Predator Captain","1,283"
938,Aisha of Sparks and Smoke,"1,282"
939,"Grothama, All-Devouring","1,279"
940,Heartless Hidetsugu,"1,278"
941,Vorinclex,"1,276"
942,"Toralf, God of Fury","1,274"
943,"Eladamri, Korvecdal","1,273"
944,"Lumra, Bellow of the Woods","1,268"
945,"Edgar, Charmed Groom","1,265"
946,"Eligeth, Crossroads Augur // Siani, Eye of the Storm","1,265"
947,"Geralf, the Fleshwright","1,265"
948,Nath of the Gilt-Leaf,"1,263"
949,Djeru and Hazoret,"1,262"
950,"Varolz, the Scar-Striped","1,260"
951,"Tadeas, Juniper Ascendant","1,259"
952,"Kaza, Roil Chaser","1,259"
953,Atogatog,"1,258"
954,"Taborax, Hope's Demise","1,258"
955,Ohabi Caleria,"1,255"
956,"Tolsimir, Friend to Wolves","1,251"
957,"Karlach, Fury of Avernus // Sword Coast Sailor","1,250"
958,Baral and Kari Zev,"1,250"
959,"Starscream, Power Hungry","1,250"
960,"Thassa, Deep-Dwelling","1,247"
961,"Kaima, the Fractured Calm","1,245"
962,"Sarkhan, Soul Aflame","1,239"
963,Velomachus Lorehold,"1,238"
964,"Noyan Dar, Roil Shaper","1,233"
965,Dragonlord Ojutai,"1,233"
966,"Ral, Monsoon Mage","1,232"
967,"Gisa, Glorious Resurrector","1,232"
968,"Shadowfax, Lord of Horses","1,229"
969,"Bladewing, Deathless Tyrant","1,226"
970,"Rakdos, the Showstopper","1,223"
971,"Korvold, Gleeful Glutton","1,221"
972,"Umori, the Collector","1,220"
973,Agent Frank Horrigan,"1,219"
974,"Ojer Pakpatiq, Deepest Epoch","1,218"
975,Bartolomé del Presidio,"1,214"
976,Kodama of the East Tree // Sakashima of a Thousand Faces,"1,213"
977,"Grumgully, the Generous","1,213"
978,"Zeriam, Golden Wind","1,212"
979,"Dargo, the Shipwrecker // Thrasios, Triton Hero","1,212"
980,"Astor, Bearer of Blades","1,212"
981,"Zellix, Sanity Flayer // Haunted One","1,211"
982,"Keleth, Sunmane Familiar // Yoshimaru, Ever Faithful","1,209"
983,"Bhaal, Lord of Murder","1,200"
984,"Anje, Maid of Dishonor","1,198"
985,"Lotho, Corrupt Shirriff","1,198"
986,"Ashad, the Lone Cyberman","1,197"
987,"Yasharn, Implacable Earth","1,196"
988,"Ayli, Eternal Pilgrim","1,195"
989,"Lilah, Undefeated Slickshot","1,194"
990,"Nemata, Primeval Warden","1,191"
991,Gallia of the Endless Dance,"1,189"
992,"Jalira, Master Polymorphist","1,187"
993,"Tocasia, Dig Site Mentor","1,181"
994,"Jacob Hauken, Inspector","1,177"
995,"Akiri, Line-Slinger // Silas Renn, Seeker Adept","1,175"
996,"Vega, the Watcher","1,174"
997,"Rilsa Rael, Kingpin","1,174"
998,Experiment Kraj,"1,171"
999,"Immard, the Stormcleaver","1,164"
1000,Jenny Flint // Madame Vastra,"1,163"
1001,"Ojer Kaslem, Deepest Growth","1,161"
1002,"Firja, Judge of Valor","1,159"
1003,Akul the Unrepentant,"1,157"
1004,"Erinis, Gloom Stalker // Street Urchin","1,156"
1005,"Toluz, Clever Conductor","1,156"
1006,Olivia Voldaren,"1,154"
1007,"Erebos, God of the Dead","1,153"
1008,"Storvald, Frost Giant Jarl","1,149"
1009,"Malcolm, Alluring Scoundrel","1,147"
1010,"Raff, Weatherlight Stalwart","1,146"
1011,"Ajani, Nacatl Pariah","1,145"
1012,"Rune-Tail, Kitsune Ascendant","1,140"
1013,"Orthion, Hero of Lavabrink","1,138"
1014,"Satsuki, the Living Lore","1,137"
1015,"Florian, Voldaren Scion","1,137"
1016,Inferno of the Star Mounts,"1,134"
1017,"Leori, Sparktouched Hunter","1,134"
1018,"Drivnod, Carnage Dominus","1,130"
1019,"Malcator, Purity Overseer","1,129"
1020,"Slinza, the Spiked Stampede","1,124"
1021,Cromat,"1,122"
1022,"Jace, Vryn's Prodigy","1,121"
1023,Eight-and-a-Half-Tails,"1,106"
1024,"Hansk, Slayer Zealot","1,101"
1025,"Mortarion, Daemon Primarch","1,099"
1026,"Zopandrel, Hunger Dominus","1,097"
1027,"Anafenza, the Foremost","1,096"
1028,Acererak the Archlich,"1,095"
1029,"Kodama of the East Tree // Toggo, Goblin Weaponsmith","1,090"
1030,"Evra, Halcyon Witness","1,089"
1031,"Grist, Voracious Larva","1,089"
1032,Lyra Dawnbringer,"1,085"
1033,"Flamewar, Brash Veteran","1,081"
1034,Queen Allenal of Ruadach,"1,076"
1035,"Hidetsugu, Devouring Chaos","1,073"
1036,"Rohgahh, Kher Keep Overlord","1,070"
1037,"Geralf, Visionary Stitcher","1,068"
1038,The Rani,"1,064"
1039,"Huatli, Poet of Unity","1,064"
1040,Angus Mackenzie,"1,060"
1041,"Kediss, Emberclaw Familiar // Rograkh, Son of Rohgahh","1,059"
1042,Arcanis the Omnipotent,"1,057"
1043,"Loot, Exuberant Explorer","1,057"
1044,Six,"1,056"
1045,"Ulamog, the Ceaseless Hunger","1,053"
1046,Patron of the Moon,"1,051"
1047,"Karn, Silver Golem","1,051"
1048,"Cleopatra, Exiled Pharaoh","1,042"
1049,"Lagomos, Hand of Hatred","1,033"
1050,"Dragonhawk, Fate's Tempest","1,033"
1051,"Phabine, Boss's Confidant","1,033"
1052,"Hama Pashar, Ruin Seeker","1,028"
1053,"Karlach, Fury of Avernus // Raised by Giants","1,023"
1054,"Radha, Heir to Keld","1,021"
1055,"Drafna, Founder of Lat-Nam","1,021"
1056,"Verrak, Warped Sengir","1,013"
1057,The Fourteenth Doctor // Rose Noble,"1,013"
1058,"Ilharg, the Raze-Boar","1,013"
1059,"Rith, the Awakener","1,012"
1060,"Momir Vig, Simic Visionary","1,012"
1061,"Colfenor, the Last Yew","1,012"
1062,"Seton, Krosan Protector","1,010"
1063,"Farideh, Devil's Chosen","1,004"
1064,Themberchaud,"1,004"
1065,"Tariel, Reckoner of Souls",997
1066,"Lier, Disciple of the Drowned",996
1067,"Kestia, the Cultivator",993
1068,"Sigurd, Jarl of Ravensthorpe",988
1069,"Henry Wu, InGen Geneticist",985
1070,The Raven Man,982
1071,Emperor Mihail II,977
1072,"Mirko Vosk, Mind Drinker",975
1073,Anrakyr the Traveller,974
1074,"Arvinox, the Mind Flail",974
1075,"Quintorius, Field Historian",973
1076,The Fourteenth Doctor // Clara Oswald,973
1077,"Isperia, Supreme Judge",972
1078,"Bruna, the Fading Light",971
1079,"Alistair, the Brigadier",971
1080,"Alesha, Who Laughs at Fate",966
1081,"Teferi, Temporal Archmage",966
1082,"Maja, Bretagard Protector",963
1083,"Mina and Denn, Wildborn",958
1084,Ratonhnhaké꞉ton,956
1085,"Shigeki, Jukai Visionary",955
1086,"Bruse Tarl, Boorish Herder // Ikra Shidiqi, the Usurper",952
1087,The Cyber-Controller,950
1088,"Ishkanah, Grafwidow",949
1089,Nicol Bolas,949
1090,"Ardenn, Intrepid Archaeologist // Tana, the Bloodsower",946
1091,Inquisitor Eisenhorn,944
1092,Hans Eriksson,939
1093,"Siona, Captain of the Pyleas",939
1094,"Tawnos, Solemn Survivor",936
1095,Durnan of the Yawning Portal // Passionate Archaeologist,936
1096,"Rebbec, Architect of Ascension // Silas Renn, Seeker Adept",935
1097,"Naban, Dean of Iteration",934
1098,Plargg and Nassari,932
1099,"Jyoti, Moag Ancient",930
1100,"Runadi, Behemoth Caller",929
1101,"Vilis, Broker of Blood",928
1102,"Atemsis, All-Seeing",928
1103,"Ruby, Daring Tracker",925
1104,"Safana, Calimport Cutthroat // Dungeon Delver",923
1105,Archangel Avacyn,922
1106,"Kylox, Visionary Inventor",921
1107,"Koma, World-Eater",916
1108,Geist of Saint Traft,915
1109,"Verazol, the Split Current",915
1110,"Red Death, Shipwrecker",914
1111,"Othelm, Sigardian Outcast // Wernog, Rider's Chaplain",911
1112,"Adeliz, the Cinder Wind",910
1113,"Wilson, Refined Grizzly // Flaming Fist",909
1114,"Ikra Shidiqi, the Usurper // Prava of the Steel Legion",909
1115,Questing Beast,908
1116,Drizzt Do'Urden,906
1117,"Gahiji, Honored One",904
1118,"Fblthp, Lost on the Range",903
1119,"Kiki-Jiki, Mirror Breaker",903
1120,"Parnesse, the Subtle Brush",903
1121,"Gyrus, Waker of Corpses",902
1122,"Kaseto, Orochi Archmage",900
1123,"Sevinne, the Chronoclasm",899
1124,"Kozilek, Butcher of Truth",898
1125,"Yahenni, Undying Partisan",896
1126,"Kethek, Crucible Goliath",894
1127,"Ikra Shidiqi, the Usurper // Tymna the Weaver",894
1128,Rowan Kenrith // Will Kenrith,893
1129,"Mowu, Loyal Companion",892
1130,"Donal, Herald of Wings",888
1131,"Niv-Mizzet, the Firemind",888
1132,"Intet, the Dreamer",885
1133,"King Macar, the Gold-Cursed",882
1134,"Snapdax, Apex of the Hunt",882
1135,"Keranos, God of Storms",882
1136,"Sun Quan, Lord of Wu",881
1137,"Gut, True Soul Zealot // Agent of the Iron Throne",880
1138,"Victor, Valgavoth's Seneschal",880
1139,"Sheoldred, Whispering One",878
1140,"Numot, the Devastator",878
1141,Gretchen Titchwillow,878
1142,The Fourth Doctor // Sarah Jane Smith,874
1143,"Aphelia, Viper Whisperer",870
1144,Moritte of the Frost,865
1145,"Elmar, Ulvenwald Informant // Wernog, Rider's Chaplain",864
1146,"Karlach, Fury of Avernus // Flaming Fist",863
1147,"Nikara, Lair Scavenger // Yannik, Scavenging Sentinel",863
1148,Tanazir Quandrix,862
1149,"Jor Kadeen, First Goldwarden",861
1150,"Nin, the Pain Artist",859
1151,"Cosima, God of the Voyage",858
1152,"Judith, the Scourge Diva",856
1153,"Ghalta, Stampede Tyrant",856
1154,"Radha, Heart of Keld",854
1155,"Reki, the History of Kamigawa",853
1156,"Narfi, Betrayer King",853
1157,"Wasitora, Nekoru Queen",852
1158,Grand Warlord Radha,845
1159,"Rev, Tithe Extractor",842
1160,Old Rutstein,837
1161,Commander Liara Portyr,837
1162,"Krenko, Baron of Tin Street",836
1163,"Seizan, Perverter of Truth",836
1164,"Kokusho, the Evening Star",834
1165,"Xenk, Paladin Unbroken",833
1166,"Gimli, Mournful Avenger",830
1167,"Korlash, Heir to Blackblade",830
1168,"Raff Capashen, Ship's Mage",830
1169,"Pearl-Ear, Imperial Advisor",829
1170,Gaddock Teeg,828
1171,Witch-king of Angmar,827
1172,Radagast the Brown,822
1173,"Teneb, the Harvester",815
1174,"Ganax, Astral Hunter // Feywild Visitor",814
1175,Thelon of Havenwood,811
1176,"Gandalf, Westward Voyager",806
1177,"Dargo, the Shipwrecker // Jeska, Thrice Reborn",806
1178,"Sivriss, Nightmare Speaker // Cloakwood Hermit",806
1179,"Kassandra, Eagle Bearer",805
1180,"Vito, Fanatic of Aclazotz",804
1181,Kodama of the East Tree // Tymna the Weaver,804
1182,"Eivor, Battle-Ready",802
1183,"Rayami, First of the Fallen",802
1184,"Phlage, Titan of Fire's Fury",800
